"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pkig1",3.18153794010312e-10,0.341523494045403,0.71,0.44,5.32684897311466e-06,"10","Pkig"
"Vars",3.25431646122363e-10,0.297839468368646,0.481,0.217,5.44870205102673e-06,"10","Vars"
"Casp8ap2",3.294619269697e-10,0.431813456480234,0.568,0.265,5.51618104325369e-06,"10","Casp8ap2"
"Pycard3",3.34215148530761e-10,0.506458404207485,0.883,0.697,5.59576423185053e-06,"10","Pycard"
"Naa503",3.45294801975779e-10,0.522311041802799,0.784,0.487,5.78127086948047e-06,"10","Naa50"
"Ndufc22",3.61768401590295e-10,0.459192720730758,0.901,0.738,6.05708834782631e-06,"10","Ndufc2"
"Pnn",3.77677788989706e-10,0.393362922465431,0.772,0.415,6.32345922105465e-06,"10","Pnn"
"Commd1",3.79665003106372e-10,0.379409616692834,0.673,0.418,6.35673114700999e-06,"10","Commd1"
"Tcp11",3.80518799162029e-10,0.423784642327997,0.846,0.601,6.37102625436984e-06,"10","Tcp1"
"Nop561",3.82322630454352e-10,0.393969118640614,0.611,0.308,6.40122780169722e-06,"10","Nop56"
"Ndufab12",4.00590850537995e-10,0.439686735457502,0.846,0.578,6.70709261055766e-06,"10","Ndufab1"
"C1qb3",4.34744660256627e-10,0.637762456276163,0.833,0.594,7.2789298466767e-06,"10","C1qb"
"Dpysl22",4.55377297532181e-10,0.386237774976721,0.802,0.507,7.62438209258131e-06,"10","Dpysl2"
"Ipo5",4.78661584021132e-10,0.361001539976498,0.506,0.217,8.01423090126581e-06,"10","Ipo5"
"Ak22",4.90043343046656e-10,0.418937661691554,0.778,0.515,8.20479569263016e-06,"10","Ak2"
"Eef1g1",5.42772796938255e-10,0.390254379701412,0.951,0.811,9.08764493913721e-06,"10","Eef1g"
"Nsmce4a",5.45740058933923e-10,0.29948445663284,0.636,0.375,9.13732580673068e-06,"10","Nsmce4a"
"Cox7c1",5.54786883142084e-10,0.309998626503626,0.981,0.898,9.28879678444791e-06,"10","Cox7c"
"Ilf3",5.80837838211608e-10,0.368708771558563,0.506,0.192,9.72496792517695e-06,"10","Ilf3"
"Srsf21",7.0277675765384e-10,0.3467550216374,0.92,0.731,1.17665912533982e-05,"10","Srsf2"
"Mrpl28",7.0652734874856e-10,0.375517555150611,0.66,0.359,1.18293874000971e-05,"10","Mrpl28"
"Reep51",7.3646930548983e-10,0.394757926120829,0.988,0.863,1.23307055818162e-05,"10","Reep5"
"Vdac3",7.61925160527798e-10,0.366778211428015,0.796,0.609,1.27569129627169e-05,"10","Vdac3"
"Nup160",7.72654488245225e-10,0.295255078725671,0.321,0.084,1.29365540966898e-05,"10","Nup160"
"Rpl142",7.94845460153786e-10,0.297817686110911,0.981,0.913,1.33080975393548e-05,"10","Rpl14"
"C1qa3",8.02380798124539e-10,0.685468959302055,0.833,0.599,1.34342617029992e-05,"10","C1qa"
"Kpna3",8.17824971046753e-10,0.413158899695758,0.537,0.231,1.36928434902358e-05,"10","Kpna3"
"Uqcr101",8.54358637644556e-10,0.380390237977528,0.907,0.743,1.43045266700828e-05,"10","Uqcr10"
"Nhp22",9.12836857191946e-10,0.397083332587428,0.722,0.428,1.52836274999648e-05,"10","Nhp2"
"Micos10",1.0220355234313e-09,0.394199738005926,0.914,0.713,1.71119407688103e-05,"10","Micos10"
"Tsn1",1.05373798815316e-09,0.39781187926668,0.809,0.543,1.76427351356483e-05,"10","Tsn"
"Atp5pb2",1.06492644039809e-09,0.555026277567457,0.846,0.589,1.78300633915852e-05,"10","Atp5pb"
"Vrk12",1.07371468689045e-09,0.301505051636244,0.623,0.359,1.79772050026068e-05,"10","Vrk1"
"Bola31",1.09330728248227e-09,0.360719315800621,0.537,0.246,1.83052438306007e-05,"10","Bola3"
"Eif3a3",1.10467383406318e-09,0.488873436025372,0.944,0.779,1.84955540037199e-05,"10","Eif3a"
"Pole4",1.34283163647968e-09,0.389763933191896,0.648,0.35,2.24830300895793e-05,"10","Pole4"
"Rps210",1.37896480229698e-09,0.318641147955741,0.988,0.93,2.30880076848584e-05,"10","Rps2"
"Cox5b1",1.52953861817753e-09,0.335528894402301,0.969,0.84,2.56090650841464e-05,"10","Cox5b"
"Ehmt2",1.59281818022757e-09,0.362935146260794,0.611,0.3,2.66685547915502e-05,"10","Ehmt2"
"Ubl4a",1.62239547835935e-09,0.386916244828549,0.475,0.229,2.71637674941705e-05,"10","Ubl4a"
"Mdh11",1.67798551248258e-09,0.399393185463633,0.809,0.564,2.80945114354958e-05,"10","Mdh1"
"Uba2",1.6950172686978e-09,0.308607655916767,0.593,0.339,2.83796741298072e-05,"10","Uba2"
"Slc25a101",1.74865513253823e-09,0.287860998006329,0.29,0.091,2.92777328840876e-05,"10","Slc25a10"
"Akr1b31",1.78451705764468e-09,0.37673669159972,0.772,0.528,2.98781690961449e-05,"10","Akr1b3"
"Gins4",1.79783801034068e-09,0.258690817566121,0.42,0.153,3.01012018071341e-05,"10","Gins4"
"Pole3",1.80853493530349e-09,0.308651625294621,0.401,0.154,3.02803004217864e-05,"10","Pole3"
"Oaz11",1.96231135084569e-09,0.29494900996556,0.988,0.95,3.28549789472094e-05,"10","Oaz1"
"Ndufc11",2.01984683737354e-09,0.42748045053945,0.907,0.653,3.38182955981452e-05,"10","Ndufc1"
"Nans",2.10331306361582e-09,0.348730547006015,0.574,0.288,3.52157706241197e-05,"10","Nans"
"Fam111a1",2.1688659499054e-09,0.361709361107974,0.759,0.504,3.63133225992661e-05,"10","Fam111a"
"Ssna11",2.25735064430932e-09,0.299765023459937,0.568,0.294,3.7794821837671e-05,"10","Ssna1"
"Apobec32",2.25779338905169e-09,0.381567793654556,0.747,0.44,3.78022347128925e-05,"10","Apobec3"
"Taf15",2.3951081026125e-09,0.390303169077804,0.605,0.33,4.01012949620411e-05,"10","Taf15"
"Lbr2",2.39930114486783e-09,0.297631223776505,0.623,0.337,4.0171499068522e-05,"10","Lbr"
"Oxct12",2.40304685089647e-09,0.402308787613439,0.654,0.332,4.02342134245595e-05,"10","Oxct1"
"Vdac11",2.52166617339105e-09,0.402660637606235,0.759,0.473,4.22202567410863e-05,"10","Vdac1"
"Ddx39b",2.55227637450157e-09,0.346038900726302,0.735,0.491,4.27327633382798e-05,"10","Ddx39b"
"Cep57",2.74721316935562e-09,0.281753825024875,0.352,0.112,4.59965900945212e-05,"10","Cep57"
"Atic1",2.77619342106733e-09,0.349433995495908,0.488,0.205,4.64818064489304e-05,"10","Atic"
"Tuba1c1",3.12600375568004e-09,0.397329728145067,0.772,0.557,5.23386808813508e-05,"10","Tuba1c"
"Nup205",3.16377934404255e-09,0.261339402329102,0.346,0.101,5.29711575573044e-05,"10","Nup205"
"Arsb1",3.33360362225993e-09,0.294069063746891,0.309,0.115,5.5814525447498e-05,"10","Arsb"
"Gatm3",3.78122647186964e-09,0.92347389259312,0.759,0.417,6.33090748185135e-05,"10","Gatm"
"Cox7a21",4.40482372545379e-09,0.376553883554343,0.957,0.855,7.37499636352728e-05,"10","Cox7a2"
"Slc25a42",4.98190048998356e-09,0.368177986343183,0.667,0.384,8.34119599037948e-05,"10","Slc25a4"
"Rpl122",5.19419229782203e-09,0.327091508103383,0.994,0.914,8.69663616424342e-05,"10","Rpl12"
"Srsf11",5.29053160304173e-09,0.381610775949376,0.691,0.381,8.85793706297277e-05,"10","Srsf1"
"Tcerg1",5.78358969179489e-09,0.368920956564317,0.611,0.308,9.68346422097218e-05,"10","Tcerg1"
"Utp3",6.5155170399128e-09,0.365808683617807,0.654,0.352,0.00010908930179926,"10","Utp3"
"Sod12",6.84315045021586e-09,0.469792624117447,0.809,0.534,0.000114574867987964,"10","Sod1"
"Cetn31",7.01747196152941e-09,0.31919985002534,0.71,0.45,0.000117493533051887,"10","Cetn3"
"Mis12",7.40761274559108e-09,0.291303648149898,0.37,0.108,0.000124025660199431,"10","Mis12"
"Hnrnpr",7.48374383562854e-09,0.3563876620326,0.63,0.344,0.000125300323039929,"10","Hnrnpr"
"Cox5a2",7.78199349260653e-09,0.423908586044592,0.994,0.864,0.000130293917046711,"10","Cox5a"
"Cpd2",9.58189020387793e-09,0.641195614642989,0.753,0.442,0.000160429587683528,"10","Cpd"
"Ubap2",9.64526773898092e-09,0.285009466344294,0.352,0.127,0.000161490717753758,"10","Ubap2"
"Sf3b2",9.88100998652244e-09,0.35031125098541,0.864,0.676,0.000165437750204345,"10","Sf3b2"
"Dck1",1.01832394931412e-08,0.442432742231767,0.636,0.346,0.000170497978833663,"10","Dck"
"Acadl",1.02831695333351e-08,0.39810460667316,0.654,0.376,0.00017217110749663,"10","Acadl"
"Rps82",1.03632237130364e-08,0.251126180435556,1,0.978,0.000173511454627368,"10","Rps8"
"Krtcap22",1.2690873869643e-08,0.317023659362878,0.84,0.641,0.000212483301199433,"10","Krtcap2"
"Macroh2a12",1.29158376811529e-08,0.51484731001675,0.809,0.519,0.000216249870295542,"10","Macroh2a1"
"Tbc1d31",1.41459030939866e-08,0.270977749055574,0.315,0.099,0.000236844855502617,"10","Tbc1d31"
"Lage3",1.41739104339685e-08,0.304015869577115,0.481,0.238,0.000237313782395935,"10","Lage3"
"Cryl1",1.42670777067849e-08,0.257890901449444,0.315,0.126,0.0002388736820447,"10","Cryl1"
"Mzt1",1.43130312215944e-08,0.256986568222923,0.401,0.152,0.000239643081743156,"10","Mzt1"
"Clec4a22",1.52924063581697e-08,0.492532550731852,0.827,0.587,0.000256040759654835,"10","Clec4a2"
"Suz12",1.57051026059755e-08,0.512981030023755,0.586,0.315,0.000262950532931849,"10","Suz12"
"Rpl313",1.58437094302951e-08,0.346039270529101,0.969,0.872,0.000265271226991431,"10","Rpl31"
"Nxt2",1.61215583703964e-08,0.261149730699914,0.309,0.109,0.000269923251795548,"10","Nxt2"
"Atp5a11",1.6239231346251e-08,0.333100492273969,0.963,0.824,0.00027189345043028,"10","Atp5a1"
"Ywhaq",1.71780571270091e-08,0.298029148523717,0.815,0.586,0.000287612210477514,"10","Ywhaq"
"Cct6a2",1.76349746228013e-08,0.408955038543403,0.833,0.572,0.000295262380109563,"10","Cct6a"
"Fkbp3",1.86642903768029e-08,0.331570044152369,0.611,0.344,0.000312496213778812,"10","Fkbp3"
"Rps122",1.94948838105919e-08,0.304888256474833,1,0.972,0.00032640283964074,"10","Rps12"
"Ptbp11",1.95977760796475e-08,0.376204732653739,0.741,0.452,0.000328125564901538,"10","Ptbp1"
"Gspt12",2.2721702904745e-08,0.390058791220399,0.728,0.439,0.000380429471734146,"10","Gspt1"
"Actl6a",2.39545788704786e-08,0.32404774730431,0.593,0.295,0.000401071514028423,"10","Actl6a"
"Cep295",2.70473216293265e-08,0.260208605793979,0.333,0.102,0.000452853306039813,"10","Cep295"
"Srsf4",2.86745497455597e-08,0.257000466352947,0.395,0.167,0.000480097986389906,"10","Srsf4"
"Tssc4",3.64120313682332e-08,0.260027988983177,0.327,0.119,0.000609646641198329,"10","Tssc4"
"Hexb3",3.6422263638616e-08,0.483710239514876,0.907,0.745,0.000609817960101347,"10","Hexb"
"Atp5j",3.69365913942051e-08,0.310424940410001,0.963,0.827,0.000618429349713176,"10","Atp5j"
"Usp141",4.08229942776794e-08,0.432698020449769,0.617,0.332,0.000683499393191186,"10","Usp14"
"Hspd12",4.13767790620669e-08,0.484980976984069,0.772,0.549,0.000692771411836186,"10","Hspd1"
"Mrps26",4.61088209593055e-08,0.267432526441445,0.469,0.232,0.000771999989321652,"10","Mrps26"
"Nup50",4.97068960130686e-08,0.298024550993826,0.463,0.193,0.000832242559946808,"10","Nup50"
"Scaf111",5.33806313290214e-08,0.334952262923448,0.802,0.528,0.000893751910341805,"10","Scaf11"
"Nelfe",5.46920376329557e-08,0.263710597166862,0.426,0.187,0.000915708786088578,"10","Nelfe"
"Hmgn5",5.48993136782251e-08,0.299526783733161,0.383,0.143,0.000919179208914524,"10","Hmgn5"
"Snrpc",5.49730580967448e-08,0.318441284667532,0.796,0.554,0.000920413911713798,"10","Snrpc"
"Polr2m",5.5772581328668e-08,0.311423573409987,0.58,0.307,0.000933800329185889,"10","Polr2m"
"Srsf101",5.63986810691065e-08,0.314449452423615,0.735,0.437,0.00094428311714005,"10","Srsf10"
"Psmc31",5.77872367680088e-08,0.338558755634058,0.802,0.573,0.000967531705206772,"10","Psmc3"
"Atp5k1",7.13702677924965e-08,0.320842513035018,0.926,0.74,0.00119495239364977,"10","Atp5k"
"Ap1s11",7.1966994542637e-08,0.424872281796281,0.574,0.345,0.00120494338962737,"10","Ap1s1"
"Dnajc21",7.89599726200863e-08,0.383701219365522,0.728,0.426,0.00132202682157811,"10","Dnajc2"
"Cisd12",8.70748570386664e-08,0.423939875955233,0.506,0.309,0.00145789433139839,"10","Cisd1"
"Smchd12",8.74035630956736e-08,0.273778223830364,0.901,0.671,0.00146339785691086,"10","Smchd1"
"Hsp90b13",8.88575801590513e-08,0.394641961848832,0.988,0.885,0.001487742464603,"10","Hsp90b1"
"Pbdc1",8.91408194249529e-08,0.278713916204671,0.574,0.291,0.00149248473963199,"10","Pbdc1"
"Psmc4",8.94645705748949e-08,0.28510352159702,0.704,0.413,0.00149790530513546,"10","Psmc4"
"Rnf168",9.34861198187119e-08,0.279610595790683,0.34,0.123,0.00156523810412469,"10","Rnf168"
"Tsfm",9.47341419847859e-08,0.264352754418129,0.346,0.142,0.00158613373925127,"10","Tsfm"
"Med19",1.04227621171769e-07,0.256658682429317,0.309,0.114,0.00174508306127892,"10","Med19"
"Mvb12b",1.08893933167425e-07,0.280384522211247,0.401,0.14,0.00182321112302219,"10","Mvb12b"
"Ctdspl2",1.09527652653663e-07,0.252206996823846,0.383,0.136,0.00183382148838028,"10","Ctdspl2"
"Vps13a",1.14926403581491e-07,0.33450005416017,0.42,0.185,0.00192421277516491,"10","Vps13a"
"Eif2s11",1.2732063003718e-07,0.381250089763032,0.667,0.438,0.0021317293087125,"10","Eif2s1"
"Snrpd31",1.27684565640877e-07,0.389704367601852,0.815,0.611,0.0021378226825252,"10","Snrpd3"
"Swi5",1.32954278394087e-07,0.384479635594644,0.778,0.629,0.00222605348315221,"10","Swi5"
"Eif2s21",1.65646553606901e-07,0.350469604251493,0.901,0.717,0.00277342024704034,"10","Eif2s2"
"AW1120103",1.84770524570948e-07,0.831947887814708,0.778,0.538,0.00309361289289137,"10","AW112010"
"Lsm61",1.8751047408507e-07,0.283095083891862,0.704,0.462,0.00313948786760632,"10","Lsm6"
"Srrm11",1.881407837962e-07,0.320647711402243,0.852,0.618,0.00315004114309978,"10","Srrm1"
"F11r3",1.89549829391586e-07,0.440804919048669,0.71,0.406,0.00317363279350332,"10","F11r"
"Fkbp41",1.92966463597491e-07,0.295350596919179,0.611,0.365,0.0032308375000128,"10","Fkbp4"
"Ciao2a2",2.25966093519972e-07,0.276350411747942,0.852,0.63,0.00378335030380489,"10","Ciao2a"
"Magohb2",2.34033664425377e-07,0.414753364886626,0.549,0.337,0.00391842564347408,"10","Magohb"
"Senp1",2.34446730169587e-07,0.253312629925515,0.377,0.136,0.00392534160322939,"10","Senp1"
"Cfl1",2.37704911875881e-07,0.259547413460586,0.994,0.962,0.00397989333953788,"10","Cfl1"
"Dhx91",2.39593459540721e-07,0.293406196146224,0.63,0.333,0.00401151329309029,"10","Dhx9"
"Smn1",2.64219120965387e-07,0.255944909350244,0.488,0.218,0.00442382074232348,"10","Smn1"
"Clic1",2.64866190586123e-07,0.300463190742451,0.944,0.917,0.00443465462898345,"10","Clic1"
"Pdap1",2.65278606740968e-07,0.323976554438307,0.698,0.467,0.00444155971266403,"10","Pdap1"
"Ddost",2.80782014573337e-07,0.281745830629087,0.735,0.524,0.00470113327000139,"10","Ddost"
"Hnrnpd1",3.1042230041797e-07,0.31037642294518,0.79,0.625,0.00519740057589807,"10","Hnrnpd"
"Hnrnpul21",3.12859093158192e-07,0.339823757776516,0.815,0.563,0.00523819979674761,"10","Hnrnpul2"
"Twsg1",3.21745179597945e-07,0.276949482746161,0.265,0.071,0.00538697954200839,"10","Twsg1"
"C1qbp2",3.24586630658774e-07,0.316789160378696,0.605,0.339,0.00543455395711985,"10","C1qbp"
"Cct71",3.37564814826391e-07,0.300379702031252,0.79,0.575,0.00565184769463827,"10","Cct7"
"Erh",3.43974915152632e-07,0.275415697072324,0.512,0.268,0.00575917200440052,"10","Erh"
"Rcc2",3.49907380710919e-07,0.291271843410874,0.556,0.311,0.00585849927524292,"10","Rcc2"
"Eloc",3.56761305203918e-07,0.32137383550195,0.87,0.649,0.00597325453302919,"10","Eloc"
"Tpi11",3.63251242919314e-07,0.386942718417285,0.87,0.608,0.00608191556019808,"10","Tpi1"
"Lmo42",3.67742561381789e-07,0.445904189321989,0.796,0.59,0.0061571137052153,"10","Lmo4"
"Ahcyl1",3.83066496452934e-07,0.286597909763552,0.531,0.25,0.00641368235011147,"10","Ahcyl1"
"Rnps1",3.85569668817742e-07,0.260214712369049,0.617,0.333,0.00645559296501546,"10","Rnps1"
"Polr2f",4.21480110852265e-07,0.334819114277665,0.778,0.545,0.00705684149599948,"10","Polr2f"
"Parp11",4.29265816891307e-07,0.352395311494849,0.519,0.286,0.00718719757221116,"10","Parp1"
"Hnrnph11",4.53093028043226e-07,0.415719635530709,0.87,0.649,0.00758613656852774,"10","Hnrnph1"
"Prdx12",4.54259354973435e-07,0.454817443184738,0.994,0.895,0.00760566438032022,"10","Prdx1"
"Pom121",4.5983869008629e-07,0.263180741754044,0.475,0.212,0.00769907918811476,"10","Pom121"
"Eif3l",4.9433028435886e-07,0.266614933744551,0.71,0.456,0.00827657195102039,"10","Eif3l"
"Rpl353",5.03623123534782e-07,0.256047501979616,0.975,0.895,0.00843216195734285,"10","Rpl35"
"Mrps14",5.06130045364561e-07,0.302906070526483,0.827,0.602,0.00847413534953884,"10","Mrps14"
"Srrt",5.49838629773676e-07,0.29353778463624,0.543,0.288,0.00920594817830066,"10","Srrt"
"Ccdc1071",5.61873251636294e-07,0.281845660098726,0.414,0.202,0.00940744385214648,"10","Ccdc107"
"Ccnd13",5.94945109246672e-07,0.639791290003986,0.506,0.292,0.00996116596411703,"10","Ccnd1"
"Prps1",6.06246501740304e-07,0.255350103610222,0.346,0.115,0.0101503851786379,"10","Prps1"
"Atp5j2",6.2423636551771e-07,0.2663600275836,0.969,0.849,0.010451589467863,"10","Atp5j2"
"Cep83",6.55333445010543e-07,0.323411723290583,0.512,0.26,0.0109722478698115,"10","Cep83"
"Pfdn6",6.74358019396186e-07,0.260608485139623,0.704,0.466,0.0112907763187503,"10","Pfdn6"
"Rps27l1",6.7636412533329e-07,0.324450685335394,0.957,0.847,0.0113243645504553,"10","Rps27l"
"Acsl51",7.64059760896265e-07,0.321159890717029,0.654,0.467,0.0127926525766862,"10","Acsl5"
"Mapre12",8.19064783287794e-07,0.281886263616691,0.877,0.669,0.0137136016665875,"10","Mapre1"
"Cox6a12",8.19648200410912e-07,0.342380497115764,0.957,0.827,0.0137233698194799,"10","Cox6a1"
"Prpf31",8.60991860738443e-07,0.255190791582897,0.457,0.225,0.0144155867243437,"10","Prpf31"
"Osgep",8.70567582754443e-07,0.284117191064127,0.63,0.412,0.0145759130380576,"10","Osgep"
"Atp5g32",9.21713888945579e-07,0.369893616799914,0.92,0.729,0.0154322556426158,"10","Atp5g3"
"A430005L14Rik",9.39577890128323e-07,0.260450864329716,0.389,0.184,0.0157313526144185,"10","A430005L14Rik"
"Tmem176a3",1.08621846661719e-06,0.401567607400681,0.549,0.415,0.0181865557865716,"10","Tmem176a"
"Cacybp2",1.10316518196212e-06,0.353560658801031,0.753,0.498,0.0184702946415917,"10","Cacybp"
"Mrpl171",1.17988370144217e-06,0.321531076795788,0.63,0.366,0.0197547928132462,"10","Mrpl17"
"Trim28",1.21293570501674e-06,0.25885317731734,0.488,0.239,0.0203081825090953,"10","Trim28"
"Etfb1",1.29281775429674e-06,0.30030881916293,0.753,0.525,0.0216456476601903,"10","Etfb"
"Apip",1.32507153704697e-06,0.261617705121302,0.426,0.211,0.0221856727447774,"10","Apip"
"Cox6b12",1.33596757104512e-06,0.309656778132305,0.981,0.9,0.0223681050420084,"10","Cox6b1"
"Cuedc21",1.33973635352944e-06,0.267475050800901,0.667,0.444,0.0224312057671434,"10","Cuedc2"
"AU0202062",1.37992429435582e-06,0.5186484262147,0.71,0.4,0.0231040724603996,"10","AU020206"
"Yif1b",1.38263942235952e-06,0.255015332483814,0.512,0.288,0.0231495318485655,"10","Yif1b"
"Gtf2h51",1.46972847073708e-06,0.296069053746201,0.784,0.549,0.0246076637855509,"10","Gtf2h5"
"mt-Cytb3",1.54454660738819e-06,0.262917587143335,0.957,0.938,0.0258603438475004,"10","mt-Cytb"
"Fmr1",1.55557550752599e-06,0.256424425665131,0.574,0.284,0.0260450007225076,"10","Fmr1"
"Nme12",1.70660359594496e-06,0.350600063277478,0.852,0.654,0.0285736640069064,"10","Nme1"
"Rgs102",1.75531470954171e-06,0.296262738689703,0.802,0.629,0.0293892341818569,"10","Rgs10"
"Pdzd11",1.84533223243351e-06,0.280202170148992,0.358,0.176,0.0308963975676343,"10","Pdzd11"
"Lmna3",1.84886144657812e-06,0.387849885362771,0.802,0.506,0.0309554872000575,"10","Lmna"
"Prune21",1.89983366062543e-06,0.261540991377628,0.321,0.119,0.0318089149798516,"10","Prune2"
"Ivns1abp1",1.96586494024036e-06,0.335327862949311,0.636,0.38,0.0329144766944443,"10","Ivns1abp"
"Cxcl164",2.16214349095563e-06,0.390806800751432,0.796,0.54,0.0362007684690701,"10","Cxcl16"
"Pold3",2.28157202901174e-06,0.261973599800057,0.389,0.184,0.0382003604817435,"10","Pold3"
"Dtnbp12",2.34141086852184e-06,0.415846555579653,0.543,0.32,0.0392022421716612,"10","Dtnbp1"
"Gapdh3",2.39218767216643e-06,0.292368322441091,0.969,0.895,0.0400523981950825,"10","Gapdh"
"Mrpl121",2.39738881956704e-06,0.284515204099457,0.623,0.368,0.0401394810060109,"10","Mrpl12"
"Hvcn11",2.43463436798058e-06,0.35017987034743,0.556,0.263,0.0407630832230989,"10","Hvcn1"
"1110004F10Rik",2.71628956586187e-06,0.256270783706766,0.747,0.489,0.0454788362012253,"10","1110004F10Rik"
"Got2",2.91631469046671e-06,0.27862710155178,0.574,0.321,0.0488278568624841,"10","Got2"
"Ngdn",2.93109005100422e-06,0.34516681090933,0.543,0.326,0.0490752407239636,"10","Ngdn"
"Hdac1",3.08442124423902e-06,0.30313741709925,0.562,0.358,0.051642464892294,"10","Hdac1"
"Rab3il13",3.14644129104838e-06,0.362394256498098,0.488,0.266,0.052680866536023,"10","Rab3il1"
"Tmem2561",3.31152038999048e-06,0.296724600349716,0.827,0.636,0.0554447858896107,"10","Tmem256"
"Slirp1",3.37400691552746e-06,0.263176480044769,0.685,0.445,0.0564909977866763,"10","Slirp"
"Fam3c2",3.43065259115574e-06,0.317281150341471,0.494,0.264,0.0574394163337206,"10","Fam3c"
"Tmem176b3",3.81151473769092e-06,0.3503397654991,0.605,0.468,0.063816191253159,"10","Tmem176b"
"Caprin13",4.12659639760924e-06,0.333439758269828,0.821,0.572,0.0690916034851714,"10","Caprin1"
"Brd81",4.14596786035625e-06,0.266626556521703,0.537,0.26,0.0694159398859447,"10","Brd8"
"Cnot6",4.38942152078224e-06,0.313245266617087,0.605,0.326,0.0734920845224571,"10","Cnot6"
"Aif14",4.50366243647256e-06,0.52044559853646,0.833,0.712,0.0754048201738601,"10","Aif1"
"Phip",4.59682045420948e-06,0.257878380335477,0.704,0.423,0.0769645648648293,"10","Phip"
"Pcyox11",4.62794416423357e-06,0.30623263446756,0.37,0.186,0.0774856691417627,"10","Pcyox1"
"Sumo31",4.69715983644299e-06,0.3127902493021,0.673,0.434,0.078644547141565,"10","Sumo3"
"Ndufa21",4.90675322203139e-06,0.285182308066316,0.944,0.828,0.0821537691964716,"10","Ndufa2"
"Chchd1",4.92942835702876e-06,0.295738422704099,0.741,0.525,0.0825334189817326,"10","Chchd1"
"Ubald2",4.98974485965866e-06,0.309261764890466,0.815,0.578,0.0835432981852649,"10","Ubald2"
"Bola21",4.99574105643867e-06,0.271347691279784,0.864,0.639,0.0836436925079526,"10","Bola2"
"Psmb92",5.23915193933727e-06,0.289808131586648,0.895,0.737,0.087719120920324,"10","Psmb9"
"Ak6",5.27974009236885e-06,0.26757298853654,0.475,0.243,0.0883986883665317,"10","Ak6"
"Zcrb1",5.29868197983639e-06,0.305795177947776,0.772,0.595,0.0887158323884007,"10","Zcrb1"
"Numa11",5.34689607598633e-06,0.285340625849325,0.574,0.316,0.0895230810002391,"10","Numa1"
"Syncrip2",5.36094878762723e-06,0.345155855596463,0.79,0.573,0.0897583655512427,"10","Syncrip"
"Acp52",5.4382356592189e-06,0.554112543302483,0.556,0.338,0.091052379642302,"10","Acp5"
