"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"H1f4",2.06794178895138e-34,0.941643420482751,0.395,0.06,3.4623549372413e-30,"10","H1f4"
"Atad5",2.55625656103226e-34,0.557988530754017,0.352,0.029,4.27994036013631e-30,"10","Atad5"
"Hnrnpa11",2.92533675143169e-34,0.797153091788264,0.938,0.66,4.89789132292208e-30,"10","Hnrnpa1"
"Sae1",5.5692538815885e-34,0.692347120392505,0.63,0.168,9.32460177394362e-30,"10","Sae1"
"Hpf11",8.63401504319853e-34,0.855078060109129,0.821,0.374,1.44559313868273e-29,"10","Hpf1"
"Dnajc9",3.16785575216035e-33,0.717039422084934,0.586,0.123,5.30394088584207e-29,"10","Dnajc9"
"Rfc5",4.49979742967005e-33,0.561084666341613,0.438,0.065,7.53401083649656e-29,"10","Rfc5"
"Ccne2",5.71989468824888e-33,0.472272176413517,0.265,0.007,9.57681967653511e-29,"10","Ccne2"
"Cdca5",2.03837725887907e-32,0.337151413713103,0.259,0.005,3.41285504454122e-28,"10","Cdca5"
"Hnrnpab2",1.30168281032754e-31,0.934277304217436,0.926,0.69,2.17940752933141e-27,"10","Hnrnpab"
"Cdkn2c",1.46199467455502e-31,0.545109352022711,0.346,0.041,2.44781768360747e-27,"10","Cdkn2c"
"E2f8",1.5002932970704e-31,0.553949386819368,0.34,0.024,2.51194106728498e-27,"10","E2f8"
"Nap1l12",2.60896819956834e-31,0.901449718547732,0.92,0.76,4.36819545653728e-27,"10","Nap1l1"
"Topbp1",4.85152674364013e-31,0.694252159315823,0.623,0.164,8.12291122687667e-27,"10","Topbp1"
"Set2",4.91699139217546e-31,0.834868749097221,0.938,0.739,8.23251868791937e-27,"10","Set"
"Tipin",5.19561032509515e-31,0.579944855110274,0.42,0.083,8.69901036730681e-27,"10","Tipin"
"Usp1",5.64008562494055e-30,0.698907311410894,0.654,0.226,9.44319536183797e-26,"10","Usp1"
"Atpif14",1.58997141583902e-29,0.795366783735544,0.944,0.719,2.66208914153927e-25,"10","Atpif1"
"Nrm",2.48798522302472e-29,0.559755649705106,0.512,0.116,4.16563365891029e-25,"10","Nrm"
"Npm13",4.33184050735124e-29,0.727203883478745,0.988,0.871,7.25280056145817e-25,"10","Npm1"
"Cmc21",5.59392329641926e-29,0.699610221400611,0.525,0.14,9.36590577519477e-25,"10","Cmc2"
"Slc43a3",5.96976615960372e-28,0.466708941111029,0.346,0.019,9.9951794810245e-24,"10","Slc43a3"
"Dbf4",6.77010359442151e-28,0.624209000115775,0.519,0.114,1.13351844481399e-23,"10","Dbf4"
"Cdc45",6.93069619915636e-28,0.340639671861726,0.259,0.013,1.16040646462475e-23,"10","Cdc45"
"Rad54l",8.84814816459995e-28,0.35940375926708,0.265,0.012,1.48144544719897e-23,"10","Rad54l"
"Ndc1",9.65626799528937e-28,0.492408798764566,0.401,0.046,1.6167489504513e-23,"10","Ndc1"
"Nsd21",1.0056305749847e-27,0.782243891295225,0.716,0.249,1.68372727169688e-23,"10","Nsd2"
"Rfc4",1.60269475799418e-27,0.492683146231479,0.426,0.073,2.68339183330966e-23,"10","Rfc4"
"Anapc5",1.64574890048488e-27,0.684113388321806,0.79,0.402,2.75547738408183e-23,"10","Anapc5"
"Rpa2",1.85640770791034e-27,0.537463849622716,0.414,0.076,3.10818342535429e-23,"10","Rpa2"
"Mcm10",3.92047355438137e-27,0.332520404564576,0.284,0.007,6.56404887210073e-23,"10","Mcm10"
"Smc1a",4.84397001947718e-27,0.789723265079202,0.821,0.463,8.11025900361064e-23,"10","Smc1a"
"Ncl3",5.45943153106411e-27,0.878340306735772,0.957,0.778,9.14072621246064e-23,"10","Ncl"
"Chaf1a",2.10955300134055e-26,0.360738338290361,0.327,0.023,3.53202459014448e-22,"10","Chaf1a"
"Exosc8",2.18651671528705e-26,0.636595940061968,0.691,0.284,3.6608849364051e-22,"10","Exosc8"
"Rpa1",2.46167819374364e-26,0.585858911599069,0.519,0.128,4.12158779978498e-22,"10","Rpa1"
"Alyref",2.50217929536653e-26,0.711112102187122,0.79,0.464,4.18939879423218e-22,"10","Alyref"
"Cenps",5.38902083800758e-26,0.2997431282935,0.265,0.012,9.02283758907609e-22,"10","Cenps"
"Rangap1",7.2671401721681e-26,0.70909409592705,0.642,0.195,1.2167372790261e-21,"10","Rangap1"
"Orc6",8.08147160707855e-26,0.497933842905919,0.42,0.085,1.35308079117316e-21,"10","Orc6"
"Ube2t",2.73745196228668e-25,0.365207177433603,0.259,0.015,4.58331582045659e-21,"10","Ube2t"
"Cenpq",3.56606213978069e-25,0.469177631120678,0.438,0.066,5.97065784063481e-21,"10","Cenpq"
"Gins2",1.0058861125552e-24,0.419182944559341,0.321,0.045,1.68415511825117e-20,"10","Gins2"
"Lsm5",1.3242959694402e-24,0.649848972836151,0.784,0.422,2.21726874163373e-20,"10","Lsm5"
"Hirip3",1.32770834679318e-24,0.409922421491037,0.358,0.038,2.22298208503582e-20,"10","Hirip3"
"Paics",4.35490848079494e-24,0.652762189340042,0.63,0.256,7.29142326939496e-20,"10","Paics"
"Anapc111",5.13823606599942e-24,0.6600202683921,0.852,0.444,8.60294864530284e-20,"10","Anapc11"
"Zfp367",1.06240671878145e-23,0.455071161290441,0.358,0.037,1.77878756925578e-19,"10","Zfp367"
"Psip1",1.45921776587509e-23,0.649704455936865,0.586,0.173,2.44316830540467e-19,"10","Psip1"
"Dctpp11",2.11764636175731e-23,0.603777666086467,0.605,0.209,3.54557530349027e-19,"10","Dctpp1"
"Hat1",4.38482707737373e-23,0.644100510238398,0.704,0.299,7.34151597564683e-19,"10","Hat1"
"Ulbp1",5.84749541726176e-23,0.398232707040196,0.395,0.038,9.79046157712136e-19,"10","Ulbp1"
"Tagln23",6.68224690452591e-23,0.569594209777918,0.975,0.79,1.11880859922477e-18,"10","Tagln2"
"Cks22",1.69143249331296e-22,0.696497377507121,0.704,0.352,2.83196542355389e-18,"10","Cks2"
"Smc61",2.02849210748089e-22,0.629622170697334,0.79,0.448,3.39630433555526e-18,"10","Smc6"
"Ncaph2",4.13303823244902e-22,0.591234952694212,0.66,0.239,6.91994591258939e-18,"10","Ncaph2"
"Snrpe",4.51520585289427e-22,0.589968285458541,0.944,0.776,7.55980915950088e-18,"10","Snrpe"
"Slfn9",5.59580844186988e-22,0.52772601483487,0.432,0.076,9.36906207422274e-18,"10","Slfn9"
"Haus4",8.64288029691967e-22,0.409252540057383,0.346,0.05,1.44707744811326e-17,"10","Haus4"
"Mrpl18",1.09392495885178e-21,0.589875010698611,0.796,0.433,1.83155855860554e-17,"10","Mrpl18"
"Hnrnpu2",1.14468264196014e-21,0.665285994659558,0.975,0.828,1.91654214743387e-17,"10","Hnrnpu"
"Slbp",1.21393816681035e-21,0.719803902244578,0.691,0.384,2.03249667269057e-17,"10","Slbp"
"Atp5g23",3.12452052793773e-21,0.604673293364266,0.981,0.831,5.23138471992614e-17,"10","Atp5g2"
"Rad18",3.17557945856327e-21,0.3749356611888,0.327,0.034,5.31687268747248e-17,"10","Rad18"
"Rbl1",3.46825256759299e-21,0.569552958395,0.444,0.111,5.80689527392095e-17,"10","Rbl1"
"Cdt1",4.42049066992025e-21,0.522067702268312,0.457,0.094,7.40122752864748e-17,"10","Cdt1"
"Rfc3",5.55649340449807e-21,0.476825719479476,0.395,0.08,9.30323690715112e-17,"10","Rfc3"
"Impdh2",8.53897979265637e-21,0.652956068080285,0.741,0.342,1.42968138668446e-16,"10","Impdh2"
"Wdr76",1.54250590633072e-20,0.32528144045526,0.259,0.027,2.58261763896952e-16,"10","Wdr76"
"Smc3",1.71053038414463e-20,0.598269282830874,0.691,0.32,2.86394102217335e-16,"10","Smc3"
"Dtymk",1.87822303647634e-20,0.569844439233631,0.562,0.2,3.14470882997233e-16,"10","Dtymk"
"Rbm33",2.06185092325329e-20,0.48359078958793,0.994,0.874,3.45215700080298e-16,"10","Rbm3"
"Mrpl511",2.19292962420923e-20,0.634613902059614,0.772,0.415,3.67162206981352e-16,"10","Mrpl51"
"Rdm1",2.32928174896338e-20,0.417367192921016,0.364,0.083,3.89991643228939e-16,"10","Rdm1"
"Hdgf1",2.38130511802899e-20,0.609925076649541,0.877,0.56,3.98701915911593e-16,"10","Hdgf"
"Gins1",3.68407642846825e-20,0.294170345092583,0.272,0.029,6.16824916418438e-16,"10","Gins1"
"Rps202",4.69546900592825e-20,0.530235121946098,1,0.955,7.86162375662567e-16,"10","Rps20"
"Ncapd3",5.17601430616381e-20,0.425593424159165,0.364,0.07,8.66620075281007e-16,"10","Ncapd3"
"Chaf1b",7.66466453151119e-20,0.360649877838137,0.302,0.038,1.28329478251092e-15,"10","Chaf1b"
"Rpsa3",9.79198050068182e-20,0.36370286544537,1,0.946,1.63947129522916e-15,"10","Rpsa"
"Rbbp4",1.12416238379874e-19,0.58136374508562,0.79,0.462,1.88218507919423e-15,"10","Rbbp4"
"E2f1",2.32534085888047e-19,0.490470477317109,0.426,0.112,3.89331820002357e-15,"10","E2f1"
"Jpt2",2.59420026662633e-19,0.412942680009728,0.389,0.075,4.34346950641247e-15,"10","Jpt2"
"Snrpd21",3.02804030350842e-19,0.569760855988119,0.883,0.628,5.06984788016416e-15,"10","Snrpd2"
"Arl6ip11",6.89416874358151e-19,0.828497499916761,0.926,0.819,1.15429067273785e-14,"10","Arl6ip1"
"Pa2g41",8.09376182436835e-19,0.676753550203053,0.698,0.372,1.35513854225399e-14,"10","Pa2g4"
"Nudc",8.21552912809544e-19,0.568326288684326,0.778,0.501,1.37552604191702e-14,"10","Nudc"
"Hp1bp3",8.63227633472243e-19,0.721103828763694,0.735,0.393,1.44530202672258e-14,"10","Hp1bp3"
"Srsf32",8.63980009841475e-19,0.562651703967767,0.957,0.821,1.44656173047758e-14,"10","Srsf3"
"Ybx11",9.26577507337157e-19,0.503335121603224,0.988,0.908,1.5513687205346e-14,"10","Ybx1"
"Rnaseh2c1",9.59664990849711e-19,0.50119768775109,0.809,0.484,1.60676709417967e-14,"10","Rnaseh2c"
"Banf11",1.68246694659433e-18,0.594816396050924,0.784,0.471,2.81695440868289e-14,"10","Banf1"
"Bex3",1.77038585301596e-18,0.415809967296035,0.426,0.11,2.96415703370462e-14,"10","Bex3"
"Anapc15",2.83922804586824e-18,0.434732642120601,0.488,0.153,4.7537195171972e-14,"10","Anapc15"
"Slamf91",3.99353005021743e-18,0.810523071167002,0.815,0.448,6.68636736307904e-14,"10","Slamf9"
"Jpt12",5.77118753048577e-18,0.573522980681274,0.963,0.786,9.66269928229232e-14,"10","Jpt1"
"Cdk2",2.33452279397549e-17,0.444631124513847,0.42,0.096,3.90869151395317e-13,"10","Cdk2"
"Arhgap11a",1.12655784940164e-16,0.410723980034272,0.451,0.104,1.88619580725316e-12,"10","Arhgap11a"
"Eri1",1.2638828082892e-16,0.480155044347102,0.642,0.277,2.11611898591861e-12,"10","Eri1"
"Csrp11",1.51070765842491e-16,0.455133547254272,0.599,0.176,2.52937783250083e-12,"10","Csrp1"
"Snrpg2",1.87678095884431e-16,0.439316318378005,0.932,0.815,3.14229435939303e-12,"10","Snrpg"
"Mcm4",1.9984359723491e-16,0.432342454292843,0.432,0.111,3.3459813485041e-12,"10","Mcm4"
"Pcbp2",2.76757709228671e-16,0.473021469853146,0.975,0.855,4.63375432561563e-12,"10","Pcbp2"
"Bub31",2.82396323781142e-16,0.543467530900727,0.753,0.434,4.72816164906765e-12,"10","Bub3"
"Aurka",2.82641196807268e-16,0.330040571449343,0.259,0.033,4.73226155814409e-12,"10","Aurka"
"Calm2",9.90083745815757e-16,0.495156751365776,0.988,0.886,1.65769721561932e-11,"10","Calm2"
"Serbp11",1.0283576458081e-15,0.565008191916886,0.951,0.823,1.72177920637651e-11,"10","Serbp1"
"Cdk4",1.24577596528551e-15,0.482493074104536,0.599,0.283,2.08580269867753e-11,"10","Cdk4"
"Rpa3",1.39253245316581e-15,0.385666835159083,0.512,0.185,2.33151708633552e-11,"10","Rpa3"
"Smarcc1",1.73365870485445e-15,0.496352720201688,0.66,0.282,2.9026647695378e-11,"10","Smarcc1"
"Nt5dc2",2.04777882833231e-15,0.350918398472926,0.352,0.079,3.42859609227679e-11,"10","Nt5dc2"
"Baz1b",2.35767094090401e-15,0.547625150017731,0.747,0.384,3.94744845635559e-11,"10","Baz1b"
"Metrn",2.51829789962382e-15,0.28167149389215,0.327,0.058,4.21638617334015e-11,"10","Metrn"
"Cbfb1",2.52100281904126e-15,0.510247370567226,0.71,0.39,4.22091501992079e-11,"10","Cbfb"
"Fkbp21",3.14250265785421e-15,0.580378584227867,0.846,0.586,5.2614922000453e-11,"10","Fkbp2"
"Mrpl131",3.15000263275824e-15,0.491279013235028,0.691,0.303,5.27404940802712e-11,"10","Mrpl13"
"Ckb3",5.24372202952355e-15,0.84350643951584,0.753,0.489,8.77956379403127e-11,"10","Ckb"
"Rfc2",5.71436315609787e-15,0.436815421086731,0.568,0.256,9.56755823225466e-11,"10","Rfc2"
"Cd723",5.77086435937259e-15,1.00634663756747,0.698,0.399,9.66215819689753e-11,"10","Cd72"
"Kpnb1",6.54536585188334e-15,0.517344413593947,0.66,0.306,1.09589060458083e-10,"10","Kpnb1"
"Cbx1",6.63241510631224e-15,0.503097793287914,0.66,0.305,1.11046526124986e-10,"10","Cbx1"
"Pold2",7.98527962900243e-15,0.283103019227557,0.309,0.058,1.33697536828388e-10,"10","Pold2"
"Eif1ad",9.81299186889714e-15,0.429908203597421,0.586,0.23,1.64298922860945e-10,"10","Eif1ad"
"Supt161",1.01657737230982e-14,0.558819906370622,0.759,0.44,1.70205549445833e-10,"10","Supt16"
"Rdx",1.46702401064273e-14,0.536001712667229,0.784,0.443,2.45623830101913e-10,"10","Rdx"
"Ptms5",1.52511662586942e-14,0.634185492988698,0.963,0.698,2.55350276669317e-10,"10","Ptms"
"Rnaseh2b1",1.72293358445709e-14,0.400611050163237,0.42,0.14,2.88470770045651e-10,"10","Rnaseh2b"
"Lsm3",1.76678538566599e-14,0.425008707819513,0.71,0.371,2.95812877122057e-10,"10","Lsm3"
"Dpy30",1.88186932160434e-14,0.480366520644914,0.543,0.282,3.15081380516215e-10,"10","Dpy30"
"Ppil1",1.93220089341338e-14,0.260273006937097,0.296,0.056,3.23508395584202e-10,"10","Ppil1"
"Prmt11",2.17799197792309e-14,0.440189799468553,0.66,0.342,3.64661196863662e-10,"10","Prmt1"
"Snrpf1",2.19124554972841e-14,0.503411120917481,0.858,0.665,3.66880242391027e-10,"10","Snrpf"
"Plp22",2.1965774535861e-14,0.50809245043192,0.531,0.219,3.67772963053921e-10,"10","Plp2"
"Cep128",2.5869956819256e-14,0.301904545588195,0.253,0.039,4.33140687024803e-10,"10","Cep128"
"Snrnp25",3.36532793688863e-14,0.395947136005357,0.432,0.15,5.63456856473264e-10,"10","Snrnp25"
"Cd812",3.38271746396064e-14,0.576373136267913,0.605,0.307,5.66368384990929e-10,"10","Cd81"
"Rps262",4.10684680684263e-14,0.397589520870132,1,0.951,6.87609360869661e-10,"10","Rps26"
"Ywhah3",4.13630204311264e-14,0.493352175969742,0.951,0.742,6.9254105107835e-10,"10","Ywhah"
"Lmf2",4.7992693910742e-14,0.349874928317998,0.426,0.104,8.03541674147553e-10,"10","Lmf2"
"Haus1",7.74128438532855e-14,0.28279382700528,0.278,0.045,1.29612324463556e-09,"10","Haus1"
"Nsmce1",7.8023560402902e-14,0.407024609625751,0.574,0.239,1.30634847182579e-09,"10","Nsmce1"
"Serinc33",8.71057972728965e-14,0.400901944326646,0.944,0.895,1.45841236374011e-09,"10","Serinc3"
"Ncapg22",9.00407013252884e-14,0.531203520064977,0.58,0.193,1.5075514622893e-09,"10","Ncapg2"
"Nup62",9.57704296739216e-14,0.355032360132434,0.414,0.1,1.60348430403047e-09,"10","Nup62"
"Nop582",9.59605398853609e-14,0.534002570851539,0.654,0.296,1.6066673193006e-09,"10","Nop58"
"Ddx39",1.38472286112311e-13,0.449675791812473,0.556,0.262,2.31844148637842e-09,"10","Ddx39"
"Stub1",1.4826389000539e-13,0.424411621528522,0.716,0.368,2.48238231036024e-09,"10","Stub1"
"Cgas",1.51107477741023e-13,0.391452198902872,0.407,0.114,2.52999249981796e-09,"10","Cgas"
"Maz",1.63712268966102e-13,0.414404291358487,0.525,0.246,2.74103451929944e-09,"10","Maz"
"Sptssa1",2.14888283144947e-13,0.424295462275215,0.765,0.494,3.59787452469584e-09,"10","Sptssa"
"Rps172",2.22539822374504e-13,0.42459655004272,0.988,0.915,3.72598424601632e-09,"10","Rps17"
"Tmco12",2.39197048950047e-13,0.432549593969124,0.833,0.547,4.00487619057064e-09,"10","Tmco1"
"Arpp19",2.57615136061273e-13,0.46082211386124,0.864,0.674,4.31325022307389e-09,"10","Arpp19"
"Nde1",2.68321099440535e-13,0.347301573343498,0.37,0.111,4.49250016793288e-09,"10","Nde1"
"Ptpa",2.90790358439713e-13,0.444355413210373,0.667,0.327,4.86870297135612e-09,"10","Ptpa"
"Sf3b5",2.91649461788533e-13,0.408926046864994,0.877,0.654,4.8830869387254e-09,"10","Sf3b5"
"Lsm8",3.077075804943e-13,0.394999122562204,0.593,0.311,5.15194802021606e-09,"10","Lsm8"
"Reep4",3.15567061653773e-13,0.36096688142214,0.444,0.15,5.28353931326913e-09,"10","Reep4"
"Rif1",3.24755826384251e-13,0.433587553838666,0.469,0.15,5.43738680115151e-09,"10","Rif1"
"Cdc25a",4.09828189086935e-13,0.30973590839971,0.278,0.052,6.86175336988255e-09,"10","Cdc25a"
"Elof1",4.20200895102885e-13,0.429990640496469,0.642,0.345,7.0354235867076e-09,"10","Elof1"
"Cntln",4.41320454319211e-13,0.331348645685764,0.34,0.077,7.38902836666654e-09,"10","Cntln"
"Blm",4.43865472637359e-13,0.256102454679772,0.278,0.044,7.4316396083673e-09,"10","Blm"
"Wdhd1",4.56477377616379e-13,0.28086423532235,0.29,0.038,7.64280073343103e-09,"10","Wdhd1"
"Tmem109",5.06301166419951e-13,0.413944577487683,0.63,0.38,8.47700042936925e-09,"10","Tmem109"
"Trim37",5.85478849540079e-13,0.300069232351798,0.302,0.056,9.80267237784954e-09,"10","Trim37"
"Mthfd2",6.48844865303072e-13,0.375825306933098,0.525,0.2,1.08636095797693e-08,"10","Mthfd2"
"Fundc21",7.02546586207452e-13,0.416792671824871,0.642,0.304,1.17627374928714e-08,"10","Fundc2"
"Siva12",7.94388556836988e-13,0.495364485614558,0.722,0.475,1.33004476071217e-08,"10","Siva1"
"Dynll2",8.46279403721299e-13,0.483188669291466,0.537,0.21,1.41692560565057e-08,"10","Dynll2"
"Chek2",1.0241377643246e-12,0.259094713691205,0.278,0.053,1.71471385880868e-08,"10","Chek2"
"Haus8",1.12013802148789e-12,0.415429391565348,0.543,0.242,1.87544708937718e-08,"10","Haus8"
"Ctcf",1.12894011742079e-12,0.451737551645259,0.654,0.351,1.89018443859762e-08,"10","Ctcf"
"Cep162",1.27016508686156e-12,0.319006112082903,0.296,0.069,2.1266374049323e-08,"10","Cep162"
"Cenpx1",1.31748075684562e-12,0.443936254749608,0.741,0.495,2.20585803118663e-08,"10","Cenpx"
"Hspa82",1.32537174309124e-12,0.447597935283272,0.994,0.959,2.21906990945766e-08,"10","Hspa8"
"Lsm4",1.35277013690923e-12,0.39070702308112,0.815,0.573,2.26494304022712e-08,"10","Lsm4"
"Sumo2",1.39146656734331e-12,0.356331912435228,0.944,0.796,2.3297324737029e-08,"10","Sumo2"
"Hnrnpa2b12",1.60122927739617e-12,0.492885335300299,0.988,0.912,2.6809381791444e-08,"10","Hnrnpa2b1"
"Xpo11",1.60309443845982e-12,0.45943842617018,0.698,0.33,2.68406101831328e-08,"10","Xpo1"
"Rbmx2",1.79866483482536e-12,0.261167907868018,0.327,0.069,3.0115045329481e-08,"10","Rbmx2"
"Ywhae2",1.94880621077793e-12,0.437794828585999,0.969,0.832,3.26288623870548e-08,"10","Ywhae"
"Rfwd3",2.0171614688475e-12,0.423627130939563,0.426,0.109,3.37733344729137e-08,"10","Rfwd3"
"Uchl5",2.02670764774408e-12,0.459921298351907,0.556,0.264,3.39331661461791e-08,"10","Uchl5"
"1810037I17Rik2",2.14670680371654e-12,0.527048568247094,0.926,0.758,3.59423120146261e-08,"10","1810037I17Rik"
"Hjurp",2.58558405952766e-12,0.426304708223006,0.426,0.14,4.32904339086717e-08,"10","Hjurp"
"Pgp",2.75089206281282e-12,0.423662473105352,0.537,0.246,4.6058185807675e-08,"10","Pgp"
"Rad50",2.75612985063149e-12,0.43351022037039,0.457,0.164,4.6145882089123e-08,"10","Rad50"
"Pcbd2",3.11906011628336e-12,0.396798363227198,0.648,0.357,5.22224235269323e-08,"10","Pcbd2"
"Cdkn2aipnl",3.59148494552073e-12,0.352467704107404,0.432,0.133,6.01322324428536e-08,"10","Cdkn2aipnl"
"Pola2",3.76215089915297e-12,0.277474433313554,0.309,0.075,6.29896925045181e-08,"10","Pola2"
"Suv39h1",3.9842700645274e-12,0.250008034281582,0.284,0.043,6.67086336903823e-08,"10","Suv39h1"
"Ndufa5",4.23551529330455e-12,0.474313540558378,0.827,0.523,7.09152325557981e-08,"10","Ndufa5"
"Pold1",4.39426349158337e-12,0.262088574176753,0.296,0.053,7.35731536395804e-08,"10","Pold1"
"Srsf71",4.98432121198392e-12,0.422662038909576,0.864,0.641,8.34524900522468e-08,"10","Srsf7"
"Lgals12",5.85560388959227e-12,0.692673772184702,0.926,0.755,9.80403759234434e-08,"10","Lgals1"
"Hsp90aa11",6.24137389139692e-12,0.592670384540714,0.975,0.849,1.04499323063659e-07,"10","Hsp90aa1"
"Prim2",6.38548876473773e-12,0.271654304736687,0.278,0.073,1.06912238388004e-07,"10","Prim2"
"Rfc1",6.42140714961212e-12,0.413884835878152,0.543,0.224,1.07513619905956e-07,"10","Rfc1"
"Mis18a",6.49055648751407e-12,0.308731871589189,0.377,0.127,1.08671387270448e-07,"10","Mis18a"
"Khsrp",6.51573715327914e-12,0.434028578939587,0.593,0.274,1.09092987157353e-07,"10","Khsrp"
"Tceal92",6.70474263817073e-12,0.447211238724962,0.599,0.256,1.12257505990893e-07,"10","Tceal9"
"Nudcd2",7.26332559597145e-12,0.421000302883422,0.5,0.203,1.2160986045335e-07,"10","Nudcd2"
"Raly1",7.5368088251001e-12,0.347489019667812,0.833,0.614,1.26188790158651e-07,"10","Raly"
"Bckdk",9.19525911070011e-12,0.390393500692151,0.42,0.146,1.53956223290452e-07,"10","Bckdk"
"Rcc1",9.68304394573527e-12,0.256590909484241,0.259,0.049,1.62123204783446e-07,"10","Rcc1"
"Rplp14",1.0176723352042e-11,0.359384691948575,0.994,0.98,1.70388879083239e-07,"10","Rplp1"
"Hnrnpa3",1.09234539618851e-11,0.442370417389137,0.944,0.86,1.82891389683842e-07,"10","Hnrnpa3"
"Ppp1cc1",1.24357425523506e-11,0.484644492405858,0.741,0.484,2.08211637554007e-07,"10","Ppp1cc"
"Tle5",1.4246885260841e-11,0.560430297132419,0.753,0.43,2.38535599922261e-07,"10","Tle5"
"G3bp12",1.60399212852232e-11,0.460216663276006,0.815,0.573,2.68556402078493e-07,"10","G3bp1"
"Sf3a31",1.71944352792418e-11,0.414692374636718,0.605,0.276,2.87886429880346e-07,"10","Sf3a3"
"Psmg2",1.77462818662967e-11,0.337306507211716,0.383,0.14,2.97125997287406e-07,"10","Psmg2"
"Larp7",2.81975759376774e-11,0.344600773688612,0.556,0.226,4.72112013924533e-07,"10","Larp7"
"Atp5b1",2.90168224446816e-11,0.367552600743179,0.969,0.834,4.85828658191304e-07,"10","Atp5b"
"Sass6",3.40071842612196e-11,0.300527225427152,0.346,0.086,5.693822860856e-07,"10","Sass6"
"Rpl312",3.74536800718165e-11,0.336631560130341,0.988,0.916,6.27086965442423e-07,"10","Rpl3"
"Ptges31",3.8131549470455e-11,0.440413639913809,0.895,0.666,6.38436532783828e-07,"10","Ptges3"
"Eef1d2",3.88681243497051e-11,0.348224293623892,0.877,0.724,6.50769005987112e-07,"10","Eef1d"
"U2af11",4.34310113203299e-11,0.366638128886659,0.759,0.565,7.27165422536283e-07,"10","U2af1"
"Ilf2",4.51080690808075e-11,0.353664681649571,0.457,0.174,7.55244400619961e-07,"10","Ilf2"
"Nmral1",5.12600056110255e-11,0.280108056940492,0.315,0.092,8.582462739454e-07,"10","Nmral1"
"C1qc3",5.37777409246669e-11,0.700979161654658,0.784,0.527,9.00400716301698e-07,"10","C1qc"
"Mpp61",6.60528106973277e-11,0.36356197611753,0.568,0.274,1.10592220950536e-06,"10","Mpp6"
"Tubgcp2",7.38440271021424e-11,0.272941840818227,0.265,0.081,1.23637054577117e-06,"10","Tubgcp2"
"Rnaseh2a",7.49768912511911e-11,0.322262800285253,0.414,0.167,1.25533809021869e-06,"10","Rnaseh2a"
"Espl1",7.7349383627251e-11,0.331258982274045,0.327,0.088,1.29506073007106e-06,"10","Espl1"
"Nudt21",7.89099518098722e-11,0.379226143244438,0.667,0.412,1.32118932315269e-06,"10","Nudt21"
"Tpr1",7.98805531938851e-11,0.424089906967823,0.938,0.731,1.33744010212522e-06,"10","Tpr"
"Brip1os",8.60990454191413e-11,0.366298728766908,0.389,0.106,1.44155631745268e-06,"10","Brip1os"
"Haus3",1.00527932483629e-10,0.282682513708723,0.278,0.052,1.68313917357341e-06,"10","Haus3"
"Nup85",1.03093911553637e-10,0.269810692518656,0.352,0.085,1.72610136114254e-06,"10","Nup85"
"Hnrnpul1",1.03356074423159e-10,0.390262350875563,0.759,0.479,1.73049075406695e-06,"10","Hnrnpul1"
"Hnrnpf1",1.08529328922737e-10,0.299498533541893,0.957,0.895,1.81710655415339e-06,"10","Hnrnpf"
"Actn41",1.39293213445454e-10,0.461160532689503,0.741,0.462,2.33218627271724e-06,"10","Actn4"
"Luc7l31",1.41985503080898e-10,0.419646736683901,0.772,0.431,2.37726327808347e-06,"10","Luc7l3"
"Ssb3",1.47081425517679e-10,0.440468674117568,0.926,0.702,2.46258430744249e-06,"10","Ssb"
"Ndufb111",1.56592839569088e-10,0.342946308213989,0.883,0.716,2.62183391290524e-06,"10","Ndufb11"
"Rpl10a3",1.60779355375668e-10,0.319045473382,0.988,0.908,2.6919287470548e-06,"10","Rpl10a"
"Mrpl42",1.62160463659004e-10,0.400932946697525,0.778,0.458,2.7150526430427e-06,"10","Mrpl42"
"Cep192",1.66395753600524e-10,0.26171501114511,0.383,0.122,2.78596410253357e-06,"10","Cep192"
"Atp5o.11",1.9719222873582e-10,0.357470978360397,0.907,0.717,3.30158948572384e-06,"10","Atp5o.1"
"Slc29a12",2.01365386160294e-10,0.381058551686121,0.58,0.301,3.3714606604818e-06,"10","Slc29a1"
"Tfdp1",2.06889369276476e-10,0.349949358644961,0.383,0.145,3.46394870979604e-06,"10","Tfdp1"
"Calm32",2.0816912862045e-10,0.461993776213359,0.914,0.711,3.48537572049219e-06,"10","Calm3"
"Nono",2.09363103448336e-10,0.425663668982073,0.772,0.555,3.50536644103548e-06,"10","Nono"
"Thoc7",2.23789720802321e-10,0.313495268278912,0.735,0.417,3.74691129539326e-06,"10","Thoc7"
"Sarnp1",2.55930932278167e-10,0.377313390624304,0.852,0.627,4.28505159913334e-06,"10","Sarnp"
"Snrpa1",2.57868418320816e-10,0.360207598025645,0.617,0.301,4.31749092794542e-06,"10","Snrpa1"
"Myef2",2.70624952488289e-10,0.307798505973928,0.309,0.092,4.53107357951142e-06,"10","Myef2"
"Blnk2",2.80471922593901e-10,0.458523294960773,0.42,0.181,4.69594139998969e-06,"10","Blnk"
"Pds5a",3.01507811003871e-10,0.405428085021858,0.691,0.378,5.04814527963781e-06,"10","Pds5a"
"Rpl36a2",3.07115687599031e-10,0.289505797178649,0.969,0.881,5.14203795747058e-06,"10","Rpl36a"
